FROM_DATE,STORE_CODE,MODULE_TYPE,MODULE_NAME,AREA,FLOOR_NAME,INDEX,MODULE_SIZE_WIDTH,MODULE_SIZE_HEIGHT,M2_MODULE
2026/08/01,CHA002,WALL_SHELF,W27,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W28,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W29,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W30,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W31,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W32,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W33,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W34,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W35,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W36,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W37,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W38,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W39,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W40,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W41,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W42,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W43,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W44,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W45,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W46,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W47,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,WALL_SHELF,W48,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA002,GONDOLA,G1,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G2,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G3,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G4,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G5,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G6,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G7,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G8,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G9,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G10,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G11,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G12,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G13,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G14,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G15,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G16,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G17,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G18,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G19,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G20,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,GP21,HOT&NEW,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,GP22,HOT&NEW,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,ISLAND_DISPLAY,G23,PROMOTION,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G24,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G25,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G26,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G27,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G28,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G29,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G30,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G31,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G32,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G33,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G34,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,GP35,HOT&NEW,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G36,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G37,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G38,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G39,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G40,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G41,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G42,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G43,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G44,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G45,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G46,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G47,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G48,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G49,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G50,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G51,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G52,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G53,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G54,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G55,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G56,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA002,GONDOLA,G57,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,GONDOLA,G58,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA002,TREE_SIKU,T1,NORMAL,1.00,1.11,120.00,100.00,1.20
2026/08/01,CHA002,TREE_HW,T2,NORMAL,1.00,1.14,120.00,100.00,1.20
2026/08/01,CHA002,TREE_PLAYDOH,T3,NORMAL,1.00,1.00,50.00,157.00,0.79
2026/08/01,CHA002,TREE_KEYCHAIN,T4,NORMAL,1.00,1.14,120.00,100.00,1.20
2026/08/01,CHA002,PALLET_DISPLAY,P1,NORMAL,1.00,1.25,400.00,100.00,4.00
2026/08/01,CHA002,PALLET_DISPLAY,P2,NORMAL,1.00,1.25,400.00,100.00,4.00
2026/08/01,CHA002,PALLET_DISPLAY,P3,NORMAL,1.00,1.25,400.00,100.00,4.00
2026/08/01,CHA002,ISLAND_DISPLAY,IP1,PROMOTION,1.00,1.00,280.00,100.00,2.80
2026/08/01,CHA002,CASHIER_COUNTER,CC1,NORMAL,1.00,1.82,100.00,90.00,0.90
2026/08/01,CHA003,WALL_SHELF,W1,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W2,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W3,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W4,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W5,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W6,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W7,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W8,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W9,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W10,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W11,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W12,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W13,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W14,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W15,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W16,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W17,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W18,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W19,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W20,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W21,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W22,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W23,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W24,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W25,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W26,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W27,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W28,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W29,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W30,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W31,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W32,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W33,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W34,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W35,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W36,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W37,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W38,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W39,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W40,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W41,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W42,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W43,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W44,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W45,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W46,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W47,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W48,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W49,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W50,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W51,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W52,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,WALL_SHELF,W53,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA003,GONDOLA,GP1,HOT&NEW,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,GP2,HOT&NEW,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G3,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G4,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G5,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G6,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G7,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G8,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G9,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G10,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G11,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G12,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G13,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G14,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G15,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G16,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G17,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G18,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G19,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G20,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G21,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G22,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G23,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G24,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G25,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G26,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G27,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G28,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G29,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G30,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G31,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G32,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G33,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G34,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G35,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G36,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G37,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G38,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G39,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G40,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G41,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G42,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G43,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G44,NORMAL,1.00,1.25,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G45,NORMAL,1.00,1.25,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G46,NORMAL,1.00,1.30,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G47,NORMAL,1.00,1.30,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G48,NORMAL,1.00,1.30,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G49,NORMAL,1.00,1.30,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G50,NORMAL,1.00,1.30,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G51,NORMAL,1.00,1.30,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G52,NORMAL,1.00,1.30,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G53,NORMAL,1.00,1.30,120.00,120.00,1.44
2026/08/01,CHA003,GONDOLA,G54,NORMAL,1.00,1.30,90.00,120.00,1.08
2026/08/01,CHA003,GONDOLA,G55,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G56,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G57,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G58,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G59,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G60,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G61,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G62,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G63,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G64,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G65,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,GONDOLA,G66,NORMAL,1.00,1.25,54.00,120.00,0.65
2026/08/01,CHA003,TREE_PLAYDOH,T1,NORMAL,1.00,1.00,50.00,157.00,0.79
2026/08/01,CHA003,TREE_KEYCHAIN,T2,NORMAL,1.00,1.14,120.00,100.00,1.20
2026/08/01,CHA003,TREE_HW,T3,NORMAL,1.00,1.14,120.00,100.00,1.20
2026/08/01,CHA003,TREE_SIKU,T4,NORMAL,1.00,1.11,120.00,100.00,1.20
2026/08/01,CHA003,PALLET_DISPLAY,P1,NORMAL,1.00,1.25,400.00,100.00,4.00
2026/08/01,CHA003,PALLET_DISPLAY,P2,NORMAL,1.00,1.25,400.00,100.00,4.00
2026/08/01,CHA003,WALL_SHELF,WH1,NORMAL,1.00,1.14,150.00,220.00,3.30
2026/08/01,CHA003,ISLAND_DISPLAY,IP1,PROMOTION,1.00,1.00,280.00,100.00,2.80
2026/08/01,CHA003,GONDOLA,GM1,NORMAL,1.00,1.00,448.00,127.00,5.69
2026/08/01,CHA004,WALL_SHELF,W1,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W2,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W3,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W4,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W5,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W6,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W7,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W8,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W9,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W10,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W11,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W12,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W13,NORMAL,1.00,1.28,90.00,220.00,1.98
2026/08/01,CHA004,WALL_SHELF,W14,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W15,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W16,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W17,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W18,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W19,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W20,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W21,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W22,NORMAL,1.00,1.28,90.00,220.00,1.98
2026/08/01,CHA004,WALL_SHELF,W23,NORMAL,1.00,1.28,90.00,220.00,1.98
2026/08/01,CHA004,WALL_SHELF,W24,NORMAL,1.00,1.28,90.00,220.00,1.98
2026/08/01,CHA004,WALL_SHELF,W25,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W26,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W27,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W28,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W29,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W30,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W31,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W32,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W33,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W34,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,WALL_SHELF,W35,NORMAL,1.00,1.28,120.00,220.00,2.64
2026/08/01,CHA004,GONDOLA,GP1,HOT&NEW,1.00,1.25,90.00,120.00,1.08
